k = 2.840220-0.003609 i
Vec Object: 4 MPI processes
  type: mpi
Process [0]
1.00038e-12 - 1.29132e-13 i
9.75475e-13 - 8.88434e-13 i
9.14149e-13 - 2.97746e-13 i
7.43076e-13 - 6.12772e-13 i
1.2154e-12 + 3.03207e-13 i
7.4765e-13 - 7.74095e-13 i
1.29029e-12 + 2.6634e-13 i
7.96264e-13 - 8.96531e-13 i
1.4759e-12 - 5.90706e-14 i
1.21671e-12 - 5.37692e-13 i
1.02509e-12 - 4.05303e-13 i
2.96471e-13 - 2.95514e-13 i
1.08083e-12 - 7.51166e-13 i
7.99894e-13 - 1.95363e-13 i
6.39045e-13 - 4.26958e-13 i
7.99558e-13 - 8.52363e-13 i
1.21741e-12 - 2.20468e-13 i
1.21628e-12 + 4.23445e-13 i
7.5851e-13 - 2.32719e-13 i
5.3301e-13 - 3.98216e-13 i
7.37745e-13 + 4.74709e-13 i
7.30666e-13 - 4.94738e-13 i
1.36603e-12 - 2.64675e-13 i
6.82981e-13 - 8.92993e-13 i
5.70025e-13 - 1.1559e-13 i
1.10519e-12 - 4.37378e-13 i
1.55989e-12 - 1.0234e-13 i
1.24063e-12 + 2.09477e-15 i
9.32125e-13 - 2.7398e-13 i
5.32598e-13 + 1.00831e-13 i
1.42415e-12 + 7.03662e-14 i
1.47867e-12 - 2.70807e-13 i
5.71816e-13 - 7.32782e-13 i
1.0021e-12 + 5.51057e-13 i
1.77618e-13 + 8.31577e-14 i
4.11032e-13 + 2.28955e-13 i
1.1022e-12 - 5.71316e-13 i
4.30084e-13 + 8.70572e-14 i
3.31805e-13 - 4.1696e-13 i
8.40693e-13 - 4.79913e-14 i
9.08919e-13 + 3.23464e-13 i
1.20789e-12 + 2.88393e-13 i
4.46978e-13 - 4.0689e-15 i
7.19645e-13 - 6.88454e-13 i
3.2464e-13 - 1.05486e-13 i
5.6921e-13 - 1.5851e-14 i
1.20893e-12 - 2.58336e-13 i
1.10545e-12 - 5.90894e-13 i
8.13301e-13 - 1.45412e-13 i
4.25484e-13 - 3.68955e-13 i
5.88852e-13 - 5.4193e-13 i
1.04135e-12 - 2.8354e-13 i
3.03553e-13 - 1.20238e-13 i
1.13134e-12 - 3.99223e-13 i
5.36386e-13 + 1.75733e-14 i
5.28696e-13 + 2.09954e-13 i
1.18594e-12 - 4.57551e-13 i
5.39331e-13 - 3.96814e-13 i
3.83259e-13 + 2.3574e-13 i
7.64772e-13 - 5.15957e-13 i
9.43495e-13 + 3.08866e-14 i
1.17348e-12 - 7.11487e-13 i
7.27434e-13 - 8.47218e-13 i
7.85724e-13 - 4.38e-13 i
7.40745e-13 - 2.2527e-13 i
1.64635e-13 - 1.00637e-13 i
7.62903e-13 + 1.76472e-14 i
1.0952e-12 + 1.89796e-13 i
4.13852e-13 - 4.96067e-14 i
1.11924e-12 - 5.99471e-13 i
3.21822e-13 + 1.81605e-13 i
5.91812e-13 - 5.45698e-13 i
4.66632e-13 + 2.24632e-13 i
1.20117e-12 + 4.41966e-13 i
8.69801e-13 + 4.95729e-13 i
1.40307e-12 - 4.05156e-13 i
5.80544e-13 + 1.7645e-13 i
8.7652e-13 - 2.19346e-13 i
1.75934e-12 - 3.0093e-13 i
7.66755e-13 - 4.78314e-13 i
9.04446e-13 - 7.98153e-13 i
1.12027e-12 - 5.32469e-13 i
1.71472e-12 - 2.42944e-13 i
5.0667e-13 - 4.73162e-13 i
8.41292e-13 - 9.55966e-13 i
1.19418e-12 - 4.07474e-13 i
1.15825e-12 + 6.13766e-13 i
5.73652e-13 - 7.90219e-13 i
1.15226e-12 - 5.82863e-13 i
8.78003e-13 + 3.17019e-14 i
1.60007e-12 - 3.83494e-13 i
1.12175e-12 + 3.74516e-13 i
1.39688e-12 - 2.13979e-13 i
5.29235e-13 + 1.77909e-13 i
6.8072e-13 - 1.95408e-13 i
8.37936e-13 - 5.80502e-13 i
1.44172e-12 + 7.49243e-14 i
7.4661e-13 - 1.39276e-13 i
1.03974e-12 + 4.43794e-13 i
1.23749e-12 - 2.44045e-13 i
1.47876e-12 - 2.75378e-13 i
6.09947e-13 + 1.34896e-13 i
5.09721e-13 - 1.78998e-13 i
1.71667e-12 - 2.68941e-13 i
7.12973e-13 - 3.0235e-13 i
1.27448e-12 - 9.11036e-14 i
1.24249e-12 - 3.1604e-13 i
3.47091e-13 - 2.6667e-13 i
9.26934e-13 + 5.68455e-13 i
3.9996e-13 - 5.45841e-13 i
3.68297e-13 + 2.49663e-13 i
7.86763e-13 + 5.18898e-13 i
2.46117e-13 + 1.20905e-13 i
1.10343e-12 + 6.54229e-13 i
1.24749e-12 - 2.2948e-13 i
1.29692e-13 - 9.13277e-14 i
7.74942e-13 + 4.71493e-13 i
6.23723e-13 - 5.16559e-13 i
7.49992e-13 - 4.63982e-13 i
3.9478e-13 - 2.79355e-13 i
1.25393e-12 - 3.89797e-13 i
4.92265e-13 + 3.1266e-13 i
8.32865e-13 + 1.68777e-13 i
1.09349e-12 - 7.96267e-13 i
8.06936e-13 + 2.83683e-13 i
1.22818e-12 - 6.96e-13 i
3.12379e-13 + 1.9965e-13 i
1.4554e-12 - 5.22068e-13 i
1.36861e-12 - 1.29971e-13 i
2.46407e-13 - 4.78784e-14 i
3.66749e-13 + 6.70977e-14 i
6.23216e-13 - 2.71837e-13 i
6.79664e-13 - 2.62975e-13 i
6.40851e-13 - 1.54081e-13 i
1.26797e-13 - 1.0991e-13 i
6.66938e-13 - 2.4291e-13 i
4.7649e-13 + 6.5252e-14 i
1.44324e-12 - 5.30864e-13 i
6.37094e-14 + 3.76633e-14 i
9.20075e-13 + 8.18978e-14 i
7.54654e-13 - 6.36647e-13 i
1.34536e-12 - 4.57119e-13 i
8.61385e-13 - 6.00107e-13 i
1.59941e-12 - 3.6367e-13 i
8.71764e-13 + 3.61401e-13 i
1.2174e-12 + 4.45034e-13 i
8.78248e-13 - 3.22329e-13 i
5.98516e-14 - 2.7534e-14 i
5.57199e-13 - 6.27127e-13 i
1.12287e-12 - 1.83166e-13 i
1.07135e-12 - 6.36626e-13 i
1.12422e-12 + 3.65504e-13 i
1.29247e-12 + 1.13649e-13 i
5.68771e-13 + 1.8572e-13 i
7.4229e-13 - 5.56818e-13 i
6.91135e-13 - 7.90078e-13 i
1.32202e-12 + 1.73284e-13 i
7.1196e-13 - 4.51533e-13 i
1.13261e-12 + 5.28551e-13 i
8.56663e-13 - 8.02878e-13 i
8.79445e-13 - 2.98941e-13 i
6.52703e-13 - 3.96928e-13 i
1.67062e-12 - 2.09093e-13 i
9.61246e-13 - 3.80209e-13 i
9.94503e-13 - 6.17873e-13 i
1.10645e-12 - 1.27492e-13 i
1.2459e-12 - 4.89948e-13 i
2.5746e-13 + 1.38406e-13 i
1.21097e-12 - 4.17556e-13 i
2.73028e-13 - 3.37413e-13 i
8.43008e-13 - 2.79108e-13 i
7.95004e-13 + 4.85674e-13 i
7.10148e-13 - 1.13463e-13 i
4.54996e-13 + 1.80969e-13 i
1.60991e-12 - 2.29747e-13 i
1.01895e-12 - 1.2014e-14 i
1.6743e-12 - 3.77885e-13 i
1.10581e-12 - 6.24478e-13 i
9.3312e-13 - 2.50148e-13 i
4.51659e-13 - 4.47463e-13 i
7.85627e-13 - 4.53025e-13 i
4.85751e-13 + 1.9984e-13 i
1.17366e-12 - 3.69126e-13 i
1.14442e-12 + 2.7009e-15 i
9.82221e-13 - 5.92283e-13 i
1.04456e-12 + 5.36055e-13 i
-0.00471279 + 0.00531957 i
7.69438e-08 - 1.62427e-06 i
-1.28026e-07 + 1.72315e-06 i
5.91939e-08 - 1.52286e-06 i
-4.55553e-08 + 1.65093e-06 i
-4.15006e-08 - 1.35338e-06 i
4.08385e-08 + 1.52316e-06 i
-2.09593e-07 - 1.07843e-06 i
7.16862e-08 + 1.32647e-06 i
-4.34108e-07 - 8.30404e-07 i
-4.50325e-08 + 7.43439e-07 i
-1.2792e-06 - 1.11282e-06 i
-1.53807e-06 - 2.87473e-06 i
-8.48364e-06 - 7.69487e-06 i
-1.95149e-05 - 2.66807e-05 i
-0.000143597 - 4.84991e-05 i
-0.000362319 + 0.000498137 i
-1.0785e-05 + 0.000483187 i
0.000357415 + 0.000484347 i
0.000465846 - 0.000104861 i
1.94136e-07 - 9.05251e-08 i
-0.00046477 + 0.000104763 i
-0.000356906 - 0.00048412 i
1.15292e-05 - 0.000482148 i
0.000359834 - 0.000496182 i
0.000143509 + 4.76876e-05 i
1.94734e-05 + 2.65561e-05 i
8.82918e-06 + 7.49051e-06 i
1.39422e-06 + 2.90627e-06 i
1.52555e-06 + 1.1163e-06 i
-2.06092e-07 - 6.67477e-07 i
7.17404e-07 + 7.3693e-07 i
-3.37667e-07 - 1.21774e-06 i
4.72878e-07 + 1.04459e-06 i
-2.42726e-07 - 1.84199e-06 i
3.93952e-07 + 1.03665e-06 i
-1.31742e-08 - 2.00909e-06 i
6.46027e-07 + 1.45237e-06 i
2.56752e-07 - 2.78518e-06 i
9.48546e-07 + 1.5876e-07 i
-0.00174547 + 0.000925592 i
8.78842e-07 - 2.73522e-06 i
-9.78175e-07 + 2.73469e-06 i
8.77427e-07 - 2.68878e-06 i
-8.99262e-07 + 2.57951e-06 i
8.48798e-07 - 2.54003e-06 i
-7.7276e-07 + 2.28726e-06 i
7.68401e-07 - 2.28034e-06 i
-5.96152e-07 + 1.87737e-06 i
6.8197e-07 - 1.87106e-06 i
-2.95797e-07 + 1.40247e-06 i
7.2023e-07 - 1.01107e-06 i
6.03558e-07 + 1.34854e-06 i
2.0927e-06 + 2.83796e-06 i
6.64842e-06 + 6.67186e-06 i
2.31437e-05 + 2.95114e-05 i
0.000132976 - 5.06811e-06 i
0.000274775 - 0.000372105 i
2.02174e-05 - 0.000427986 i
-0.000287914 - 0.00037519 i
-0.000367233 + 3.0135e-05 i
-1.77295e-07 + 6.00138e-08 i
0.000366291 - 3.00714e-05 i
0.000287516 + 0.000374863 i
-2.05951e-05 + 0.000427043 i
-0.000272917 + 0.000370734 i
-0.000132778 + 5.50488e-06 i
-2.30307e-05 - 2.93403e-05 i
-6.98009e-06 - 6.5223e-06 i
-1.91555e-06 - 2.86611e-06 i
-8.93133e-07 - 1.29615e-06 i
-4.52174e-07 + 8.97446e-07 i
1.60601e-08 - 1.33983e-06 i
-3.94796e-07 + 1.7792e-06 i
2.91239e-07 - 1.68275e-06 i
-5.20066e-07 + 2.37014e-06 i
4.11856e-07 - 2.03382e-06 i
-7.1094e-07 + 2.7259e-06 i
4.1183e-07 - 2.16187e-06 i
-8.21459e-07 + 3.04226e-06 i
4.17287e-07 - 2.33905e-06 i
-1.09726e-06 + 2.91756e-06 i
-8.95939e-07 + 2.83661e-06 i
9.77491e-07 - 2.8074e-06 i
-9.00766e-07 + 2.78842e-06 i
9.10452e-07 - 2.68649e-06 i
-8.50383e-07 + 2.63504e-06 i
8.14724e-07 - 2.36703e-06 i
-7.79527e-07 + 2.36376e-06 i
6.26084e-07 - 1.96221e-06 i
-6.99965e-07 + 1.92893e-06 i
3.67057e-07 - 1.52286e-06 i
-7.2356e-07 + 9.45889e-07 i
-4.16968e-07 - 1.70305e-06 i
-1.933e-06 - 3.77998e-06 i
-6.58914e-06 - 9.19736e-06 i
-2.67052e-05 - 3.52036e-05 i
-0.000148429 + 8.39999e-06 i
-0.000294732 + 0.000405131 i
-1.9718e-05 + 0.000470284 i
0.000317545 + 0.00040401 i
0.000398076 - 2.94172e-05 i
1.9345e-07 - 5.98297e-08 i
-0.000397048 + 2.93828e-05 i
-0.000317148 - 0.000403568 i
2.00527e-05 - 0.00046919 i
0.000292676 - 0.000403621 i
0.000148133 - 8.86749e-06 i
2.65508e-05 + 3.49923e-05 i
6.94894e-06 + 9.03627e-06 i
1.7181e-06 + 3.82769e-06 i
7.20722e-07 + 1.64218e-06 i
4.34365e-07 - 8.47238e-07 i
-6.56743e-08 + 1.42967e-06 i
4.06002e-07 - 1.8458e-06 i
-3.06433e-07 + 1.81077e-06 i
5.29076e-07 - 2.42607e-06 i
-3.90061e-07 + 2.06681e-06 i
6.75961e-07 - 2.78831e-06 i
-4.22185e-07 + 2.26958e-06 i
7.47615e-07 - 3.03104e-06 i
-4.77548e-07 + 2.3562e-06 i
7.49491e-07 - 3.09599e-06 i
8.35112e-07 - 2.55994e-06 i
-8.92557e-07 + 2.54473e-06 i
8.26319e-07 - 2.51123e-06 i
-8.38153e-07 + 2.41256e-06 i
7.93779e-07 - 2.36549e-06 i
-7.44728e-07 + 2.16565e-06 i
7.33412e-07 - 2.11241e-06 i
-6.13867e-07 + 1.82987e-06 i
6.57589e-07 - 1.68438e-06 i
-3.94232e-07 + 1.49492e-06 i
6.57896e-07 - 6.12135e-07 i
2.89787e-07 + 2.08592e-06 i
1.92521e-06 + 4.69849e-06 i
7.04962e-06 + 1.08383e-05 i
2.98877e-05 + 3.49233e-05 i
0.000150145 - 1.60152e-05 i
0.000285524 - 0.000396922 i
1.91319e-05 - 0.000468914 i
-0.000312142 - 0.000398302 i
-0.000388415 + 1.59009e-05 i
-1.93511e-07 + 2.6476e-08 i
0.000387386 - 1.59191e-05 i
0.000311806 + 0.000397754 i
-1.93566e-05 + 0.000467788 i
-0.000283453 + 0.000395423 i
-0.000149766 + 1.64469e-05 i
-2.96797e-05 - 3.47121e-05 i
-7.37908e-06 - 1.06619e-05 i
-1.69342e-06 - 4.75884e-06 i
-5.92749e-07 - 2.00472e-06 i
-3.83224e-07 + 4.94153e-07 i
7.14863e-08 - 1.39743e-06 i
-3.78607e-07 + 1.60375e-06 i
2.83e-07 - 1.65005e-06 i
-4.62996e-07 + 2.12837e-06 i
4.014e-07 - 1.94849e-06 i
-5.51627e-07 + 2.41101e-06 i
3.92739e-07 - 2.0636e-06 i
-6.3808e-07 + 2.65137e-06 i
3.91394e-07 - 2.11984e-06 i
-8.46061e-07 + 2.8537e-06 i
-7.81283e-07 + 2.34327e-06 i
8.21601e-07 - 2.33412e-06 i
-7.70857e-07 + 2.29462e-06 i
7.7534e-07 - 2.21445e-06 i
-7.38691e-07 + 2.14892e-06 i
6.9367e-07 - 1.99236e-06 i
-6.73949e-07 + 1.88993e-06 i
5.82177e-07 - 1.70388e-06 i
-5.99789e-07 + 1.43586e-06 i
3.92082e-07 - 1.48643e-06 i
-6.06396e-07 + 2.19451e-07 i
-2.98055e-07 - 2.47101e-06 i
-2.13346e-06 - 5.59853e-06 i
-8.01975e-06 - 1.1884e-05 i
-3.29603e-05 - 3.37823e-05 i
-0.000151444 + 2.27395e-05 i
-0.000278103 + 0.000392446 i
-1.74208e-05 + 0.000467726 i
0.000307961 + 0.000395029 i
0.000380644 - 5.74151e-06 i
1.91829e-07 - 3.31615e-09 i
-0.000379631 + 5.79537e-06 i
-0.000307676 - 0.000394381 i
1.75672e-05 - 0.000466577 i
0.000276013 - 0.000390949 i
0.000151015 - 2.31633e-05 i
3.26878e-05 + 3.36026e-05 i
8.33573e-06 + 1.1691e-05 i
1.89254e-06 + 5.68105e-06 i
5.94705e-07 + 2.35976e-06 i
3.13984e-07 - 8.73312e-08 i
-9.93257e-08 + 1.36882e-06 i
3.05155e-07 - 1.33651e-06 i
-2.59484e-07 + 1.54265e-06 i
3.97362e-07 - 1.8508e-06 i
-3.28355e-07 + 1.75758e-06 i
5.19676e-07 - 2.16176e-06 i
-3.83004e-07 + 1.95851e-06 i
6.09438e-07 - 2.40337e-06 i
-4.06453e-07 + 1.99318e-06 i
5.56883e-07 - 2.26171e-06 i
7.26046e-07 - 2.12022e-06 i
-7.53498e-07 + 2.13334e-06 i
7.14751e-07 - 2.07154e-06 i
-7.117e-07 + 2.01756e-06 i
6.78071e-07 - 1.92204e-06 i
-6.40995e-07 + 1.81523e-06 i
6.14431e-07 - 1.65587e-06 i
-5.37798e-07 + 1.56066e-06 i
5.40319e-07 - 1.15848e-06 i
-3.62812e-07 + 1.46093e-06 i
5.76231e-07 + 2.00903e-07 i
3.9751e-07 + 2.77048e-06 i
2.4453e-06 + 6.35001e-06 i
9.07198e-06 + 1.2341e-05 i
3.5359e-05 + 3.20398e-05 i
0.000150977 - 2.83949e-05 i
0.000269357 - 0.000385933 i
1.51993e-05 - 0.000461837 i
-0.000301634 - 0.000388971 i
-0.000370745 - 1.92103e-06 i
-1.8253e-07 - 2.27996e-08 i
0.000369758 + 1.84392e-06 i
0.000301395 + 0.000388273 i
-1.52992e-05 + 0.000460696 i
-0.000267267 + 0.000384443 i
-0.000150486 + 2.87857e-05 i
-3.50349e-05 - 3.18723e-05 i
-9.35982e-06 - 1.21425e-05 i
-2.19505e-06 - 6.44678e-06 i
-7.02027e-07 - 2.63851e-06 i
-2.9118e-07 - 3.32284e-07 i
4.97252e-08 - 1.32424e-06 i
-2.47533e-07 + 1.0513e-06 i
2.2321e-07 - 1.40226e-06 i
-3.53513e-07 + 1.62485e-06 i
2.75016e-07 - 1.58705e-06 i
-4.24328e-07 + 1.8813e-06 i
3.76781e-07 - 1.85885e-06 i
-4.05053e-07 + 1.97415e-06 i
5.25335e-07 - 1.79668e-06 i
-2.6908e-07 + 2.24692e-06 i
-6.62896e-07 + 1.88553e-06 i
6.72789e-07 - 1.91328e-06 i
-6.49193e-07 + 1.83487e-06 i
6.36973e-07 - 1.8018e-06 i
-6.08159e-07 + 1.67866e-06 i
5.71188e-07 - 1.61013e-06 i
-5.41023e-07 + 1.38954e-06 i
4.73355e-07 - 1.39666e-06 i
-4.76639e-07 + 8.55145e-07 i
2.96939e-07 - 1.39821e-06 i
-5.60098e-07 - 6.43066e-07 i
-5.84943e-07 - 2.97899e-06 i
-2.83754e-06 - 6.98374e-06 i
-1.01715e-05 - 1.23824e-05 i
-3.72997e-05 - 2.99324e-05 i
-0.000149284 + 3.35661e-05 i
-0.000259253 + 0.000377474 i
-1.24916e-05 + 0.000452241 i
0.000293744 + 0.000380186 i
0.000359077 + 7.88554e-06 i
1.79139e-07 + 4.28699e-08 i
-0.00035813 - 7.78811e-06 i
-0.000293556 - 0.00037947 i
1.25472e-05 - 0.000451122 i
0.000257201 - 0.000376006 i
0.000148759 - 3.39302e-05 i
3.69555e-05 + 2.97775e-05 i
1.04297e-05 + 1.21665e-05 i
2.56354e-06 + 7.08719e-06 i
8.77195e-07 + 2.84969e-06 i
2.75361e-07 + 7.86375e-07 i
4.27753e-09 + 1.25227e-06 i
1.944e-07 - 7.40675e-07 i
-1.506e-07 + 1.23375e-06 i
2.54982e-07 - 1.3029e-06 i
-2.4862e-07 + 1.43442e-06 i
3.42306e-07 - 1.60956e-06 i
-3.25691e-07 + 1.56471e-06 i
3.89626e-07 - 1.85418e-06 i
-3.56862e-07 + 1.68332e-06 i
5.9943e-07 - 1.72625e-06 i
5.94494e-07 - 1.62125e-06 i
-5.87908e-07 + 1.66467e-06 i
5.78466e-07 - 1.56518e-06 i
-5.55625e-07 + 1.55937e-06 i
5.35763e-07 - 1.39646e-06 i
-4.90455e-07 + 1.37981e-06 i
4.70015e-07 - 1.0928e-06 i
-3.94954e-07 + 1.19846e-06 i
4.14157e-07 - 5.05831e-07 i
-2.02693e-07 + 1.30724e-06 i
5.71702e-07 + 1.12253e-06 i
8.39759e-07 + 3.11298e-06 i
3.30221e-06 + 7.55218e-06 i
1.13381e-05 + 1.21258e-05 i
3.90377e-05 + 2.7532e-05 i
0.000146803 - 3.86989e-05 i
0.000247892 - 0.000367435 i
9.21449e-06 - 0.000439798 i
-0.000284763 - 0.000369057 i
-0.000346023 - 1.276e-05 i
-1.64015e-07 - 5.39227e-08 i
0.000345115 + 1.26544e-05 i
0.000284611 + 0.000368348 i
-9.24784e-06 + 0.000438728 i
-0.000245875 + 0.000365999 i
-0.000146254 + 3.90233e-05 i
-3.86343e-05 - 2.74034e-05 i
-1.15695e-05 - 1.19113e-05 i
-3.03565e-06 - 7.63672e-06 i
-1.1233e-06 - 2.96704e-06 i
-2.98054e-07 - 1.25852e-06 i
-1.02504e-07 - 1.16751e-06 i
-1.50935e-07 + 3.72528e-07 i
8.70117e-08 - 1.04122e-06 i
-1.73592e-07 + 9.92991e-07 i
1.78448e-07 - 1.17383e-06 i
-3.10481e-07 + 1.36316e-06 i
2.49019e-07 - 1.33173e-06 i
-2.7372e-07 + 1.38631e-06 i
3.54592e-07 - 1.60475e-06 i
-2.69415e-07 + 1.59774e-06 i
-5.18097e-07 + 1.32498e-06 i
4.93822e-07 - 1.39495e-06 i
-4.9975e-07 + 1.26615e-06 i
4.64975e-07 - 1.28914e-06 i
-4.50615e-07 + 1.08562e-06 i
4.01118e-07 - 1.11695e-06 i
-3.86899e-07 + 7.51802e-07 i
3.02299e-07 - 9.74807e-07 i
-3.53207e-07 + 1.0565e-07 i
7.24382e-08 - 1.18841e-06 i
-6.17113e-07 - 1.6453e-06 i
-1.18617e-06 - 3.19586e-06 i
-3.87874e-06 - 8.09084e-06 i
-1.26663e-05 - 1.16261e-05 i
-4.08283e-05 - 2.48098e-05 i
-0.00014392 + 4.42113e-05 i
-0.000235422 + 0.000356425 i
-5.24976e-06 + 0.000425413 i
0.000275231 + 0.00035625 i
0.000332086 + 1.70747e-05 i
1.44954e-07 + 6.02889e-08 i
-0.000331222 - 1.69742e-05 i
-0.000275117 - 0.000355563 i
5.26055e-06 - 0.000424396 i
0.000233467 - 0.000355039 i
0.000143352 - 4.45151e-05 i
4.03991e-05 + 2.47017e-05 i
1.2882e-05 + 1.1427e-05 i
3.58215e-06 + 8.2005e-06 i
1.44728e-06 + 3.04587e-06 i
3.41961e-07 + 1.7809e-06 i
2.3581e-07 + 1.03927e-06 i
9.48965e-08 + 1.39257e-08 i
-2.52613e-09 + 8.18538e-07 i
1.18714e-07 - 6.84464e-07 i
-9.33602e-08 + 8.99551e-07 i
1.60307e-07 - 1.0159e-06 i
-1.4586e-07 + 1.1643e-06 i
2.56384e-07 - 1.06503e-06 i
-1.29021e-07 + 1.16715e-06 i
2.87582e-07 - 1.27385e-06 i
4.3464e-07 - 9.87437e-07 i
-3.85815e-07 + 1.08962e-06 i
4.14592e-07 - 9.22226e-07 i
-3.58501e-07 + 9.84713e-07 i
3.62942e-07 - 7.25509e-07 i
-2.93659e-07 + 8.20055e-07 i
3.08033e-07 - 3.6362e-07 i
-1.79759e-07 + 7.15371e-07 i
2.99354e-07 + 3.51838e-07 i
1.12858e-07 + 1.03711e-06 i
7.15155e-07 + 2.24933e-06 i
1.66339e-06 + 3.2332e-06 i
4.64031e-06 + 8.64591e-06 i
1.4305e-05 + 1.08892e-05 i
4.29269e-05 + 2.16534e-05 i
0.000141018 - 5.06208e-05 i
0.000222049 - 0.000345226 i
3.54099e-07 - 0.000410098 i
-0.000265793 - 0.000342618 i
-0.000317893 - 2.13651e-05 i
-1.21488e-07 - 6.96239e-08 i
0.00031708 + 2.128e-05 i
0.000265716 + 0.000341956 i
-3.54884e-07 + 0.000409157 i
-0.000220162 + 0.000343873 i
-0.000140423 + 5.08882e-05 i
-4.24596e-05 - 2.15549e-05 i
-1.449e-05 - 1.06797e-05 i
-4.33927e-06 - 8.74581e-06 i
-1.92082e-06 - 3.08292e-06 i
-4.45374e-07 - 2.4188e-06 i
-4.07289e-07 - 8.94772e-07 i
-1.58925e-09 - 4.70144e-07 i
-9.59841e-08 - 5.28355e-07 i
-4.93008e-08 + 2.67429e-07 i
-1.85901e-08 - 6.74818e-07 i
-1.5399e-07 + 6.87744e-07 i
-7.87391e-08 - 7.4379e-07 i
-2.11587e-07 + 8.97167e-07 i
7.92156e-08 - 7.38258e-07 i
-2.26161e-07 + 9.74059e-07 i
-3.5315e-07 + 6.07729e-07 i
2.55166e-07 - 7.40416e-07 i
-3.30251e-07 + 5.33258e-07 i
2.29424e-07 - 6.38147e-07 i
-2.74726e-07 + 3.12774e-07 i
1.62161e-07 - 4.85095e-07 i
-2.26351e-07 - 9.31365e-08 i
2.27968e-08 - 4.25891e-07 i
-2.74077e-07 - 8.88714e-07 i
-3.69401e-07 - 8.65934e-07 i
-8.96892e-07 - 2.93877e-06 i
-2.33439e-06 - 3.23459e-06 i
-5.70453e-06 - 9.19411e-06 i
-1.64581e-05 - 9.80659e-06 i
-4.56998e-05 - 1.77988e-05 i
-0.000138479 + 5.85878e-05 i
-0.000207906 + 0.000334813 i
5.84303e-06 + 0.000395127 i
0.000257327 + 0.000329327 i
0.000304384 + 2.63297e-05 i
1.02059e-07 + 7.15128e-08 i
-0.000303624 - 2.62629e-05 i
-0.000257294 - 0.000328679 i
-5.85125e-06 - 0.000394256 i
0.000206074 - 0.000333502 i
0.000137862 - 5.88314e-05 i
4.51823e-05 + 1.7704e-05 i
1.66137e-05 + 9.60563e-06 i
5.38673e-06 + 9.3137e-06 i
2.55972e-06 + 3.07433e-06 i
6.34088e-07 + 3.08562e-06 i
6.50328e-07 + 7.38217e-07 i
1.09606e-08 + 1.03215e-06 i
2.84901e-07 + 2.73341e-07 i
3.25294e-08 + 1.73834e-07 i
2.1457e-07 + 3.07796e-07 i
2.10948e-08 - 2.27598e-07 i
1.09754e-08 + 5.11291e-07 i
-2.88869e-08 - 4.05346e-07 i
2.83771e-08 + 4.60629e-07 i
2.39094e-07 - 6.01927e-07 i
2.62448e-07 - 1.53518e-07 i
-1.08614e-07 + 3.5145e-07 i
2.3479e-07 - 7.093e-08 i
-8.32756e-08 + 2.45631e-07 i
1.786e-07 + 1.78732e-07 i
-1.88815e-09 + 1.02384e-07 i
1.55621e-07 + 6.32574e-07 i
1.88595e-07 + 8.14362e-08 i
2.91354e-07 + 1.51566e-06 i
7.45066e-07 + 6.42968e-07 i
1.25088e-06 + 3.72304e-06 i
3.33292e-06 + 3.13184e-06 i
7.27684e-06 + 9.67387e-06 i
1.94586e-05 + 8.14274e-06 i
4.95666e-05 + 1.27495e-05 i
0.000136723 - 6.91625e-05 i
0.000193033 - 0.000326612 i
-1.40471e-05 - 0.000382306 i
-0.000251169 - 0.000318211 i
-0.000292945 - 3.31693e-05 i
-7.69771e-08 - 8.39585e-08 i
0.000292232 + 3.31066e-05 i
0.00025119 + 0.000317606 i
1.4071e-05 + 0.00038149 i
-0.000191246 + 0.000325327 i
-0.00013604 + 6.93605e-05 i
-4.90033e-05 - 1.26836e-05 i
-1.95782e-05 - 7.92282e-06 i
-6.9313e-06 - 9.77359e-06 i
-3.5503e-06 - 2.98845e-06 i
-9.67668e-07 - 3.84782e-06 i
-1.01652e-06 - 4.84863e-07 i
-1.42005e-08 - 1.68794e-06 i
-4.82499e-07 + 8.38411e-08 i
8.11933e-08 - 7.78899e-07 i
-2.84311e-07 + 4.45246e-08 i
1.13572e-07 - 2.84543e-07 i
-1.47513e-07 - 3.87061e-08 i
9.52447e-08 + 1.33397e-07 i
-1.98899e-07 + 3.04077e-08 i
-7.26853e-08 + 2.63117e-07 i
-1.87548e-07 - 3.72594e-07 i
-9.12423e-08 + 1.09685e-07 i
-1.56937e-07 - 4.66766e-07 i
-1.19118e-07 + 2.22431e-07 i
-9.96739e-08 - 7.49598e-07 i
-2.22456e-07 + 3.6549e-07 i
-1.14656e-07 - 1.26796e-06 i
-4.99264e-07 + 3.41002e-07 i
-3.96899e-07 - 2.26566e-06 i
-1.33838e-06 - 3.43484e-07 i
-1.9037e-06 - 4.57343e-06 i
-4.89885e-06 - 2.80615e-06 i
-9.70749e-06 - 9.84323e-06 i
-2.38157e-05 - 5.31953e-06 i
-5.51608e-05 - 5.43525e-06 i
-0.00013618 + 8.41467e-05 i
-0.000177214 + 0.000322919 i
2.55294e-05 + 0.000374893 i
0.000249615 + 0.000312917 i
0.00028625 + 4.44886e-05 i
3.5343e-08 + 9.18517e-08 i
-0.0002856 - 4.44183e-05 i
-0.00024969 - 0.000312274 i
-2.55813e-05 - 0.000374141 i
0.000175479 - 0.000321688 i
0.000135432 - 8.43003e-05 i
